name;short_name;streetAddress;department;province;district;area
FUNDACIÓN ECOLÓGICA SOSTENIBLE;FUNDACION ECOS;AV. AUGUSTO B. LEGUÍA191;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;AMBIENTE / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD / VIVIENDA Y SANEAMIENTO
FUNDACION EL CHICO LASER, ONG;;AV. AURELIO MIROQUESADA 1055;LIMA;LIMA;SAN ISIDRO;SALUD
FUNDACION HOPE HOLANDA PERU;;URB. QUISPICANCHI, CALLE VENEZUELA K-15 DPTO. 601;CUSCO;CUSCO;CUSCO;EDUCACIÓN / GOBERNABILIDAD / VIVIENDA Y SANEAMIENTO
FUNDACION INTERNACIONAL CENTRO DEL PERU;FIC  PERU;Av. Gral. Córdova N°624;JUNIN;HUANCAYO;CHILCA;EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / SALUD
FUNDACION MARGARITA;FUNDAMARG;SAN ANDRES 356 , URB. SAN ANDRES - TRUJILLO ;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / SALUD
FUNDACION MUSEO AMANO;;CALLE RETIRO 160;LIMA;LIMA;SAN ISIDRO;CULTURA / EDUCACIÓN
FUNDACION NUESTRO HOGAR A.N.A.R.;;AV. SEPARADORA INDUSTRIAL 2262, URB. SANTA FELICIA;LIMA;LIMA;LA MOLINA;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL
FUNDACION OFTALMOLOGICA DEL NORTE, PIURA PERU;;AV. GRAU 1026;PIURA;PIURA;PIURA;SALUD
FUNDACION OLYMPIC;;AV. CHIRICHIGNO 351 - URB. EL CHIPE;PIURA;PIURA;PIURA;EDUCACIÓN / GÉNERO
FUNDACION PARA EL DESARROLLO AGRARIO;FDA;JR.  CAMILO CARRILLO 325;LIMA;LIMA;JESUS MARIA;AGROPECUARIO / EDUCACIÓN
FUNDACION PARA EL DESARROLLO SOLIDARIO;FUNDADES;Alfredo Silva 180, Barranco 15063;LIMA;LIMA;LIMA;GÉNERO / GOBERNABILIDAD / PRODUCCIÓN
FUNDACION PARA LA CONSERVACION Y EL DESARROLLO SOSTENIBLE PERU ; FCDS PERU;CALLE ALCANFORES Nº199 - OFICINA 302 ;LIMA;LIMA;MIRAFLORES;AMBIENTE / GOBERNABILIDAD
FUNDACION PARA LA VIDA, VIVIENDA Y EDUCACION;;JR. LOS CEREZOS 450-554 - CERCADO DE JULIACA;PUNO;SAN ROMAN;JULIACA;EDUCACIÓN
FUNDACION POR LA CALIDAD DE VIDA DE LOS MAS NECESITADOS CHIO LECCA;;JAVIER PRADO OESTE 1310 URB. ORRANTIA;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN
FUNDACIÓN REINA LATINOAMERICA;;Los Arces 343 ;AREQUIPA;AREQUIPA;CAYMA;INCLUSIÓN SOCIAL
FUNDACION SAN FELIPE DE AMERICA;;Jr. Ayaviri N°573;PUNO;SAN ROMAN;JULIACA;AGROPECUARIO / EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRABAJO
FUNDACION SAN MARCOS PARA EL DESARROLLO DE LA CIENCIA Y LA CULTURA;;Calle General Francisco Valle Riestra N°581 Urb. Country Club el Golf (Alt. cdra.14 Av Pezet);LIMA;LIMA;SAN ISIDRO;EDUCACIÓN / INCLUSIÓN SOCIAL
FUNDACION THREE PARTNERS;;CALLE LOS DAMASCOS 128 - 130;LIMA;LIMA;INDEPENDENCIA;GÉNERO
FUNDACION TRUJILLO PARA EL DESARROLLO EDUCATIVO Y SOCIAL;;AV. LOS COLIBRIES MODULO C BLOCK 5A DPTO 301 URB. LOS PINOS II ETAPA;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN
FUNDERPERU;;JR. SILVA SANTISTEBAN 446;CAJAMARCA;CAJAMARCA;CAJAMARCA;PRODUCCIÓN
FUTURE OF FISH;;AV. EL ROSARIO N°484 DPTO. 502;LIMA;LIMA;SAN ISIDRO;AGROPECUARIO / EDUCACIÓN
FUTURO CAJAY - PERU;;MZ.133 LOTE 14 AA.HH. ENRIQUE MILLA OCHOA -PARADERO OMEGA;LIMA;LIMA;LOS OLIVOS;EDUCACIÓN / GÉNERO
FUTURO SOSTENIBLE;;CALLE ARICA 115  OFICINA 204;LIMA;LIMA;MIRAFLORES;GOBERNABILIDAD / INCLUSIÓN SOCIAL
G. & T. THE GLOBAL FUND TO SAVE THE WORLD;;CAL. MONTERROSA  NRO. 270 DPTO. 503 URB. CHACARILLA DEL ESTANQUE;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / SALUD / VIVIENDA Y SANEAMIENTO
GESTION DEL CONOCIMIENTO PARA EL DESARROLLO - WARMI;;Calle Montreal 327 Urb. El Alambra;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / SALUD
GLOBAL HUMANITARIA PERU;GLOBAL HUMANITARIA;JR. JOSE M. MORAL 215;PUNO;PUNO;PUNO;EDUCACIÓN / SALUD
GOD´S FREEDOM FINANCIAL DEL PERU ORGANISMO NO GUBERNAMENTAL;;RESIDENCIA SAN FELIPE - EDIFICIO LOS ALGARROBOS N°203;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / GÉNERO
GOOD LIFE PRIVATE CLUB INN;;CALLE DEL LENGUAJE 158 - DPTO. 308;LIMA;LIMA;SAN BORJA;GÉNERO
GOOD NEIGHBORS PERU;;PASAJE PARDO Y ALIAGA 111, URB. SALAMANCA;LIMA;LIMA;ATE;EDUCACIÓN / GÉNERO
GREEN HEARTS;;Mz. A Lote 10 Urb. San Luis;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
GRUPO ANGSA ONG DE APOYO A LA LUCHA CONTRA LA POBREZA, POR LA PAZ, EL BIENESTAR SOCIAL, LA ECOLOGIA Y EL DESARROLLO;GRUPO ANGSA;Calle José Pérez Lozano N° 335;LORETO;MAYNAS;IQUITOS;EDUCACIÓN / JUSTICIA / PRODUCCIÓN / TRABAJO
GRUPO DE ANALISIS PARA EL DESARROLLO;GRADE;AV. ALMIRANTE MIGUEL GRAU 915;LIMA;LIMA;BARRANCO;EDUCACIÓN / GÉNERO / TRABAJO
GRUPO DE APOYO AL DESARROLLO SOSTENIBLE;GADES;JR. GREGORIO VII 416;LIMA;LIMA;SAN MARTIN DE PORRES;EDUCACIÓN
GRUPO DE FORMACION E INTERVENCION PARA EL DESARROLLO SOSTENIBLE;GRUFIDES;JR. CRUZ DE PIEDRA 441 BARRIO CUMBE MAYO;CAJAMARCA;CAJAMARCA;CAJAMARCA;CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GÉNERO
GRUPO DE INICIATIVA NACIONAL POR LOS DERECHOS DEL NIÑO;GIN;CALLE DANIEL ALCIDES CARRION 866;LIMA;LIMA;MAGDALENA DEL MAR;GÉNERO / JUSTICIA
GRUPO ECOLOGICO BARBARA D'ACHILLE ORGANIZACION NO GUBERNAMENTAL;GEBAONG;CALLE BOLIVIA 505 - URB. FECIA;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD
GRUPO GEA;;CALLE GENERAL PAUL DE BEAUDIEZ N° 588;LIMA;LIMA;SAN ISIDRO;AMBIENTE / EDUCACIÓN / VIVIENDA Y SANEAMIENTO
GRUPO GESTOR KIPECE;;AV. ALMIRANTE MIGUEL GRAU 103, INTERIOR H;LIMA;LIMA;BARRANCO;EDUCACIÓN / GÉNERO / SALUD
GRUPO PRO - ECO PROGRESO Y ECOLOGIA;;AV. FRANCISCO INGA MZ. D LOTE 10;LIMA;HUAROCHIRI;SANTA EULALIA;AMBIENTE / EDUCACIÓN
GRUPO VIGENCIA, ORGANIZACION DE APOYO SOCIAL AL ADULTO MAYOR O.N.G.;;AV. LA ENCALADA 1202  OFICINA C - 406;LIMA;LIMA;SANTIAGO DE SURCO;GÉNERO / INCLUSIÓN SOCIAL
HAMPICAMALLOC;;Av. Brasil 4052 Dpto. 1102;LIMA;LIMA;MAGDALENA DEL MAR;GÉNERO
HATUN SONCCO;;URB. LOS ALAMOS B - 20B;CUSCO;CUSCO;WANCHAQ;AMBIENTE / EDUCACIÓN / GÉNERO
HIAS PERU;;AV. ALMIRANTE MIGUEL GRAU N°629 A ;LIMA;LIMA;BARRANCO;INCLUSIÓN SOCIAL
HOGAR CLINICA SAN JUAN DE DIOS - IQUITOS;;CARRETERA IQUITOS - NAUTA KM. 2.8;LORETO;MAYNAS;SAN JUAN BAUTISTA;GÉNERO / GOBERNABILIDAD / SALUD
HOGAR DE VIDA;;Av. Sucre N°671;LIMA;LIMA;MAGDALENA DEL MAR;INCLUSIÓN SOCIAL / SALUD
HORIZONTE CORPORATIVO;;Av. Benavides 1944 - Int. 504 - Urb. El Rosedal;LIMA;LIMA;MIRAFLORES;AMBIENTE
HORIZONTES EN MEDIO AMBIENTE Y SALUD;HOMAS;JR. MONTE ROSA 255, PISO 4 URBANIZACION CHACARILLA;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / GOBERNABILIDAD / SALUD
HUELLA VERDE;;MZ. G LOTE 14 GRUPO 3 - SECTOR 3;LIMA;LIMA;VILLA EL SALVADOR;SEGURIDAD / VIVIENDA Y SANEAMIENTO
HUMANISMUS INSTITUTO HUMANISTA;HUMANISMUS;AV. PROLONGACION CESAR VALLEJO MZ. C LOTE 58 DPTO. 301;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;GÉNERO
IDEAS BRILLANTES;;Jr. Cuzco 3821;LIMA;LIMA;SAN MARTIN DE PORRES;GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
ILLA TIKSI;;CALLE BOLIVAR 486 DPT 501;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / INCLUSIÓN SOCIAL
IMFUNDO KAHLE;;CALLE LOS PINOS 114 ;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / INCLUSIÓN SOCIAL
INCAWASI - I.W.;;JR. TARAPACA 580;CAJAMARCA;CAJAMARCA;CAJAMARCA;EDUCACIÓN / SALUD
INCLUYEME PERU;;Jr. Abraham Valdelomar 1139 ;AYACUCHO;HUAMANGA;JESUS NAZARENO;EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA
INDOAMERICA LIBRE;;AV. MANSICHE 379, OFICINA 02, 2° PISO, URB. SAN NICOLAS;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN
INKA TERRA ASOCIACION;ITA;CALLE CORONEL INCLÁN N° 1088;LIMA;LIMA;MIRAFLORES;AMBIENTE / CIENCIA Y TECNOLOGÍA
INMED ANDES;;JR. MANUEL CASTAÑEDA 348 OF. 202;LIMA;LIMA;LINCE;EDUCACIÓN
INNOVACION Y PROGRESO JUVENIL UCAYALI;INPROJU;JR. CESAR VALLEJO MZ. B LOTE 11;UCAYALI;CORONEL PORTILLO;CALLERIA;GÉNERO / GOBERNABILIDAD
INNOVACIONES PARA EL DESARROLLO SOSTENIBLE;IDES;JR. CANCHARANI 456-BARRIO VALLECITO;PUNO;PUNO;PUNO;AGROPECUARIO / GÉNERO
INNOVAR Y COMPARTIR;;CALLE 5 MANZANA A LOTE 5 URBANIZACIÓN SANTA ELISA SEGUNDA ETAPA;LIMA;LIMA;LOS OLIVOS;EDUCACIÓN
INPET - INSTITUTO DE PROMOCION DEL DESARROLLO SOLIDARIO;;JR. TIAHUANACO 676, URB. ZARATE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;AMBIENTE / GÉNERO / PRODUCCIÓN
INSTITUTO  CUANTO;;JIRON TRUJILLO 703;LIMA;LIMA;MAGDALENA DEL MAR;AMBIENTE
INSTITUTO ANDINO DE ECONOMIA SOCIAL;INAES;JR. LIMAN 326, OFICINA 306 CERCADO DE HUANCAYO;JUNIN;HUANCAYO;HUANCAYO;INCLUSIÓN SOCIAL / PRODUCCIÓN
INSTITUTO APOYO;;AV. CAMINO REAL 390 - PISO 8, OF. 802, TORRE CENTRAL;LIMA;LIMA;SAN ISIDRO;AMBIENTE / EDUCACIÓN / JUSTICIA / PRODUCCIÓN
INSTITUTO BARTOLOME DE LAS CASAS - RIMAC;IBC-RIMAC;BELISARIO FLORES 687;LIMA;LIMA;LINCE;GÉNERO / JUSTICIA
INSTITUTO BEATRIZ MERINO LUCERO;;CALLE BARCELONA 170;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN / GÉNERO / SALUD
INSTITUTO DAMOS VISION;;AV. BRASIL 1125;LIMA;LIMA;JESUS MARIA;CIENCIA Y TECNOLOGÍA / SALUD
INSTITUTO DE ANIMACION CAMPESINA LUIS VALLEJOS SANTONI;IAC;CALLE BOLIVAR 640 SAN SEBASTIAN;CUSCO;CUSCO;SAN SEBASTIAN;AMBIENTE / SALUD
INSTITUTO DE APOYO AL MANEJO DEL AGUA DE RIEGO - COSTA NORTE;IMAR - COSTA NORTE;JR. NAPO 379 URBANIZACION  JOSE QUIÑONES;LAMBAYEQUE;CHICLAYO;CHICLAYO;CIENCIA Y TECNOLOGÍA / TRABAJO
INSTITUTO DE APOYO SOCIAL Y DESARROLLO RURAL SOSTENIBLE DEL PERU;INADER PERU ONGD;CALLE ZENOBIO TELLO 160;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;AMBIENTE / EDUCACIÓN
INSTITUTO DE APOYO SOCIAL Y PROMOCION DEL DESARROLLO HUMANO VIDAS MEJORES;INASPRODEH VIDME;AV. LOS PRECURSORES 1008;LIMA;LIMA;SAN MIGUEL;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRABAJO
INSTITUTO DE APOYO Y DESARROLLO SOCIAL BLANSAL;IADES BLANSAL;CALLE 07 DE JUNIO 141 P. J. LA TOMILLA;AREQUIPA;AREQUIPA;CAYMA;AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD / TRABAJO
INSTITUTO DE CONSERVACION AMBIENTAL Y DESARROLLO HUMANO SOSTENIBLE PERU;INCADEHS PERU;CALLE LOS FRUTALES MZ B-1 LTE 21 URB.LA ALBORADA (ALT. C.98 AV UNIVERSITARIA);LIMA;LIMA;COMAS;AMBIENTE / EDUCACIÓN
INSTITUTO DE CONSERVACION DEL PATRIMONIO CONSTRUIDO;;JR. BOLIVAR 323 OFICINA 101;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / EDUCACIÓN
INSTITUTO DE CULTIVOS TROPICALES;ICT;AV. AHUASHIYACO S/N CUAD.16(COSTADO URB.SANTA BARBARA)SEC.LAGUNA;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;AGROPECUARIO
INSTITUTO DE CULTURA Y POLITICA;;CALLE LUIS FELIPE VILLARAN 12;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN / GÉNERO
INSTITUTO DE DEFENSA DE DESARROLLO ECONOMICO Y DERECHOS HUMANOS;IDEDEDEHU;ROSENDO LEDER 286;LIMA;LIMA;LIMA;EDUCACIÓN / TRANSPORTES Y COMUNICACIONES
INSTITUTO DE DEFENSA LEGAL;IDL;PARDO Y ALIAGA 272;LIMA;LIMA;SAN ISIDRO;CIENCIA Y TECNOLOGÍA / GÉNERO / GOBERNABILIDAD / JUSTICIA
INSTITUTO DE DESARROLLO AGROINDUSTRIAL, SOCIAL, ECONOMICO Y AMBIENTAL DE SELVA CENTRAL;INDASEM - PERU;CARRETERA MARGINAL - VILLA MARIA - LOS OLIVOS LOTE 01;JUNIN;CHANCHAMAYO;PERENE;AMBIENTE / VIVIENDA Y SANEAMIENTO
INSTITUTO DE DESARROLLO AGROPECUARIO Y SERVICIOS ASISTENCIALES;IDASA;JR. ABTAO 784;HUANUCO;HUANUCO;HUANUCO;AGROPECUARIO / AMBIENTE
INSTITUTO DE DESARROLLO AMBIENTAL Y SOCIAL;IDEAS;CALLE SAN ANDRES 261 - UPIS NUEVO SAN LORENZO;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;EDUCACIÓN / GÉNERO / SALUD
INSTITUTO DE DESARROLLO COMUNAL URBANO MARGINAL;IDECUM;JR. JUNIN Nº 369;JUNIN;HUANCAYO;EL TAMBO;AGROPECUARIO / AMBIENTE
INSTITUTO DE DESARROLLO COMUNITARIO;INDESCO;Pasaje Víctor Raúl Haya De la Torre 230 - Puerto Maldonado;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;AMBIENTE / EDUCACIÓN / PRODUCCIÓN
INSTITUTO DE DESARROLLO DE LA PEQUEÑA Y MICRO EMPRESA DE LA REGION GRAU;IDESI REGION GRAU;AV. GRAU 1228;PIURA;PIURA;PIURA;PRODUCCIÓN
INSTITUTO DE DESARROLLO DEL SECTOR INFORMAL DE HUANUCO;IDESI HUANUCO;JR. TARAPACA Nº 784, 2DO PISO;HUANUCO;HUANUCO;HUANUCO;PRODUCCIÓN
INSTITUTO DE DESARROLLO DEL SECTOR INFORMAL DE LA REGION AREQUIPA;IDESI AREQUIPA;CALLE CARLOS AREVALO 202 URB. LA PERLA;AREQUIPA;AREQUIPA;AREQUIPA;PRODUCCIÓN
INSTITUTO DE DESARROLLO DEL SECTOR INFORMAL DE LAMBAYEQUE;IDESI LAMBAYEQUE;AV. MARISCAL NIETO 480, 3° PISO, SPA CC.CC. BOULEVARD;LAMBAYEQUE;CHICLAYO;CHICLAYO;AGROPECUARIO
INSTITUTO DE DESARROLLO DEL SECTOR INFORMAL PARA LA LIBERTAD;IDESI - LL;CALLE CAVERO Y MUÑOZ 126-150 URB. LAS QUINTANAS;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / PRODUCCIÓN / TRABAJO
INSTITUTO DE DESARROLLO E INVESTIGACION RURAL;IDIR;JR. MARISCAL GAMARRA 411;APURIMAC;ABANCAY;ABANCAY;PRODUCCIÓN
"INSTITUTO DE DESARROLLO ECONOMICO AMBIENTAL Y SOCIAL ""SIN LIMITES""";IDEAS SIN LIMITES;JR. MIRAFLORES Nº 724;AMAZONAS;BAGUA;BAGUA;AMBIENTE / EDUCACIÓN / GÉNERO
INSTITUTO DE DESARROLLO ECONOMICO EMPRESARIAL SOCIAL Y AGROINDUSTRIAL;INDEESA;AV. MALECON CHECA 409;LIMA;LIMA;SAN JUAN DE LURIGANCHO;AGROPECUARIO
INSTITUTO DE DESARROLLO EDUCATIVO Y SOCIAL MARKAYACHAY;IDES MARKAYACHAY;JR. ATAHUALPA 235;HUANUCO;HUANUCO;AMARILIS;AGROPECUARIO / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL
INSTITUTO DE DESARROLLO EMPRESARIAL Y ACADEMICO;IDEA PERU;AV. FITZCARRALD 369;ANCASH;HUARAZ;HUARAZ;EDUCACIÓN
INSTITUTO DE DESARROLLO ETICO DE AMERICA;;AV. BENAVIDES 2470;LIMA;LIMA;MIRAFLORES;AMBIENTE / VIVIENDA Y SANEAMIENTO
INSTITUTO DE DESARROLLO HUMANO SEGUIR CRECIENDO - ONG;IDH - SEGUIR CRECIENDO;CALLE LIMA 817;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;EDUCACIÓN / GÉNERO
INSTITUTO DE DESARROLLO INTEGRAL Y SOCIAL; IDDIYS;JR. DAUDILIO ZAVALETA N° 670, PASANDO EL HOSPITAL NUEVO DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;AGROPECUARIO / AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / SALUD / TRANSPORTES Y COMUNICACIONES
INSTITUTO DE DESARROLLO LOCAL HUANCAYO;IDEL;Jr. Faustino Sánchez Carrion N° 119 ;HUANUCO;HUANUCO;AMARILIS;GÉNERO
INSTITUTO DE DESARROLLO MULTIDISCIPLINARIO PARA LA AMAZONIA;IDEMA;JR. SAN MIGUEL Nº 202;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;AMBIENTE / EDUCACIÓN / SALUD
INSTITUTO DE DESARROLLO PARA LA INCLUSION SOCIAL PURISUNCHIS;IDIS PURISUNCHIS;CALLE SUCRE N° 806 URB. KANTUS LT. A -14;CUSCO;CUSCO;SAN SEBASTIAN;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL
INSTITUTO DE DESARROLLO REGIONAL CESAR VALLEJO;IDER CESAR VALLEJO O IDER CV;JR. BOLOGNESI 654 - 3º PISO;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / GÉNERO / PRODUCCIÓN / SALUD
INSTITUTO DE DESARROLLO RURAL - JULI;IDR-JULI;JR. ILAVE S/N TERCER NIVEL DEL MERCADO CENTRAL DE JULI;PUNO;CHUCUITO;JULI;EDUCACIÓN / GÉNERO
INSTITUTO DE DESARROLLO URBANO;CENCA;CORONEL ZEGARRA 426;LIMA;LIMA;JESUS MARIA;AMBIENTE / PRODUCCIÓN / VIVIENDA Y SANEAMIENTO
INSTITUTO DE DESARROLLO Y MEDIO AMBIENTE;IDMA;CALLE JOSÉ FELIX OLCAY N°417;LIMA;LIMA;MIRAFLORES;AMBIENTE / ECONOMÍA / EDUCACIÓN / SALUD
INSTITUTO DE DESARROLLO Y PROMOCION DE LA INDUSTRIA DE LAS CONFECCIONES TEXTILES Y CALZADO DE UCAYALI - IDP;IDP CONTECAL UCAYALI;PASAJE LA AMISTAD 379;UCAYALI;CORONEL PORTILLO;CALLERIA;TRABAJO
INSTITUTO DE DESARROLLO, INVESTIGACION Y PROGRESO - ONG´D;;JR. SEBASTIAN BARRANCA - PLAZA PRINCIPAL;HUANCAVELICA;HUANCAVELICA;PILCHACA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN / TRABAJO
INSTITUTO DE EDUCACION RURAL (IER - JULI);;KM. 3 CARRETERA JULI A HUACULLANI;PUNO;CHUCUITO;JULI;GÉNERO
INSTITUTO DE EDUCACION Y DESARROLLO TECNOLOGICO - INEDET;INEDET;Parque Infantil N°100 – Urb. La Florida ;LIMA;LIMA;RIMAC;EDUCACIÓN
INSTITUTO DE EDUCACION Y SALUD;IES;AV. REPUBLICA DE CHILE 641;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
INSTITUTO DE ESTUDIOS ANDINOS DEMOCRACIA Y JUSTICIA;INDEJUS;JR. AREQUIPA  465;JUNIN;TARMA;TARMA;AMBIENTE / EDUCACIÓN / GÉNERO / JUSTICIA / SALUD
INSTITUTO DE ESTUDIOS AYMARA LUDOVICO BERTONIO;;JR. GARCILAZO DE LA VEGA 109, DEPARTAMENTO 202 - UMACOLLO;AREQUIPA;AREQUIPA;AREQUIPA;EDUCACIÓN
INSTITUTO DE ESTUDIOS DE LAS CULTURAS ANDINAS - PERU;IDECA - PERU;CALLE MIGUEL DE CERVANTES 125;PUNO;PUNO;PUNO;EDUCACIÓN
INSTITUTO DE ESTUDIOS EN SALUD, SEXUALIDAD Y DESARROLLO HUMANO;;AV. ARMENDARIZ 445;LIMA;LIMA;MIRAFLORES;SALUD
INSTITUTO DE ESTUDIOS PERUANOS;;AV. HORACIO URTEAGA 694;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / GÉNERO
INSTITUTO DE ESTUDIOS POR LA INFANCIA Y LA FAMILIA;IDEIF;AV. BRASIL 2415;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / GÉNERO
INSTITUTO DE FOMENTO DE UNA EDUCACION DE CALIDAD;INSTITUTO EDUCA;JR. AGUARICO N° 1015 - BREÑA;LIMA;LIMA;BREÑA;AMBIENTE / EDUCACIÓN / SALUD / TRABAJO
INSTITUTO DE FOMENTO TECNOLOGICO Y COOPERACION RURAL ANDINO;INTEC ONGD;URB. VICTOR  BELAUNDE MZ. P LOTE 01, CHANU CHANU 3RA ETAPA;PUNO;PUNO;PUNO;AMBIENTE / INCLUSIÓN SOCIAL
INSTITUTO DE FORMACION AGROPECUARIA, AGROINDUSTRIAL, ARTESANAL Y CULTURAL;SUMAQ-PERU;JR. HUARAZ 190;PUNO;PUNO;PUNO;AGROPECUARIO / ECONOMÍA
INSTITUTO DE FORMACION DE ADOLESCENTES Y NIÑOS TRABAJADORES NAGAYAMA NORIO (INFANT);INFANT;ENRIQUE DEL VILLAR 967 SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GÉNERO
"INSTITUTO DE FORMACION DE EDUCADORES DE JOVENES, ADOLESCENTES Y NIÑOS TRABAJADORES PARA AMERICA LATINA Y EL CARIBE ""MONSEÑOR GERMAN SCHMITZ""";IFEJANT;JR. TOMAS GUIDO 257;LIMA;LIMA;LINCE;EDUCACIÓN / GÉNERO / GOBERNABILIDAD
INSTITUTO DE FORMACION SOCIAL, COMUNICACION Y JUVENTUD;;VILLA TUMBES - CALLE MANGLARES MZ C- LT -13;MOQUEGUA;MARISCAL NIETO;SAMEGUA;GÉNERO
INSTITUTO DE GESTION DE CUENCAS HIDROGRAFICAS;IGCH;URB. LA ALBORADA MZ. D LOTE 03;PIURA;PIURA;PIURA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / GÉNERO / GOBERNABILIDAD / PRODUCCIÓN / TRABAJO
INSTITUTO DE GESTION GUBERNAMENTAL Y ESTUDIOS AMAZONICOS;IGGEA;JIRON PERU 666, SECTOR PARTIDO ALTO;SAN MARTIN;SAN MARTIN;TARAPOTO;EDUCACIÓN / SALUD
INSTITUTO DE INNOVACION DIGITAL;;AV. OLAVEGOYA 1875 DPTO. 504;LIMA;LIMA;JESUS MARIA;PRODUCCIÓN
INSTITUTO DE INTEGRACION Y DESARROLLO SOCIAL;INDESO;JR. DOS DE MAYO 1310 - OFICINA 03;HUANUCO;HUANUCO;HUANUCO;EDUCACIÓN
INSTITUTO DE INVESTIGACION BIOLOGICA DE LAS CORDILLERAS ORIENTALES;INIBICO;JR. JOSE OLAYA 510, DPTO. 201;SAN MARTIN;SAN MARTIN;TARAPOTO;AMBIENTE
INSTITUTO DE INVESTIGACION CIENTIFICA MEDICA DE ENFERMEDADES RARAS HUERFANAS Y CRONICAS O.N.G.;IICMERHC ONG ;27 DE OCTUBRE MZ M / LOTE 10;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;SALUD
INSTITUTO DE INVESTIGACION GUBERNAMENTAL POR EL DESARROLLO HUMANO Y ECONOMICO - IDHE;;JR. ASAMBLEA 288;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / INCLUSIÓN SOCIAL
INSTITUTO DE INVESTIGACION NUTRICIONAL;;AV. LA MOLINA 1885;LIMA;LIMA;LA MOLINA;CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
